o : 0, h : 0, w : 20, ich : 0, kh : 2, kw : 0, ph : 1, pw : 19, pix_idx : 47, weight_idx : 6
o : 0, h : 0, w : 20, ich : 0, kh : 2, kw : 1, ph : 1, pw : 20, pix_idx : 48, weight_idx : 7
o : 0, h : 0, w : 20, ich : 0, kh : 2, kw : 2, ph : 1, pw : 21, pix_idx : 49, weight_idx : 8
wが20の時
o : 0, h : 0, w : 21, ich : 0, kh : 0, kw : 0, ph : -1, pw : 20, pix_idx : -8, weight_idx : 0
o : 0, h : 0, w : 21, ich : 0, kh : 0, kw : 1, ph : -1, pw : 21, pix_idx : -7, weight_idx : 1
o : 0, h : 0, w : 21, ich : 0, kh : 0, kw : 2, ph : -1, pw : 22, pix_idx : -6, weight_idx : 2
o : 0, h : 0, w : 21, ich : 0, kh : 1, kw : 0, ph : 0, pw : 20, pix_idx : 20, weight_idx : 3
o : 0, h : 0, w : 21, ich : 0, kh : 1, kw : 1, ph : 0, pw : 21, pix_idx : 21, weight_idx : 4
o : 0, h : 0, w : 21, ich : 0, kh : 1, kw : 2, ph : 0, pw : 22, pix_idx : 22, weight_idx : 5
o : 0, h : 0, w : 21, ich : 0, kh : 2, kw : 0, ph : 1, pw : 20, pix_idx : 48, weight_idx : 6
o : 0, h : 0, w : 21, ich : 0, kh : 2, kw : 1, ph : 1, pw : 21, pix_idx : 49, weight_idx : 7
o : 0, h : 0, w : 21, ich : 0, kh : 2, kw : 2, ph : 1, pw : 22, pix_idx : 50, weight_idx : 8
wが21の時
o : 0, h : 0, w : 22, ich : 0, kh : 0, kw : 0, ph : -1, pw : 21, pix_idx : -7, weight_idx : 0
o : 0, h : 0, w : 22, ich : 0, kh : 0, kw : 1, ph : -1, pw : 22, pix_idx : -6, weight_idx : 1
o : 0, h : 0, w : 22, ich : 0, kh : 0, kw : 2, ph : -1, pw : 23, pix_idx : -5, weight_idx : 2
o : 0, h : 0, w : 22, ich : 0, kh : 1, kw : 0, ph : 0, pw : 21, pix_idx : 21, weight_idx : 3
o : 0, h : 0, w : 22, ich : 0, kh : 1, kw : 1, ph : 0, pw : 22, pix_idx : 22, weight_idx : 4
o : 0, h : 0, w : 22, ich : 0, kh : 1, kw : 2, ph : 0, pw : 23, pix_idx : 23, weight_idx : 5
o : 0, h : 0, w : 22, ich : 0, kh : 2, kw : 0, ph : 1, pw : 21, pix_idx : 49, weight_idx : 6
o : 0, h : 0, w : 22, ich : 0, kh : 2, kw : 1, ph : 1, pw : 22, pix_idx : 50, weight_idx : 7
o : 0, h : 0, w : 22, ich : 0, kh : 2, kw : 2, ph : 1, pw : 23, pix_idx : 51, weight_idx : 8
wが22の時
o : 0, h : 0, w : 23, ich : 0, kh : 0, kw : 0, ph : -1, pw : 22, pix_idx : -6, weight_idx : 0
o : 0, h : 0, w : 23, ich : 0, kh : 0, kw : 1, ph : -1, pw : 23, pix_idx : -5, weight_idx : 1
o : 0, h : 0, w : 23, ich : 0, kh : 0, kw : 2, ph : -1, pw : 24, pix_idx : -4, weight_idx : 2
o : 0, h : 0, w : 23, ich : 0, kh : 1, kw : 0, ph : 0, pw : 22, pix_idx : 22, weight_idx : 3
o : 0, h : 0, w : 23, ich : 0, kh : 1, kw : 1, ph : 0, pw : 23, pix_idx : 23, weight_idx : 4
o : 0, h : 0, w : 23, ich : 0, kh : 1, kw : 2, ph : 0, pw : 24, pix_idx : 24, weight_idx : 5
o : 0, h : 0, w : 23, ich : 0, kh : 2, kw : 0, ph : 1, pw : 22, pix_idx : 50, weight_idx : 6
o : 0, h : 0, w : 23, ich : 0, kh : 2, kw : 1, ph : 1, pw : 23, pix_idx : 51, weight_idx : 7
o : 0, h : 0, w : 23, ich : 0, kh : 2, kw : 2, ph : 1, pw : 24, pix_idx : 52, weight_idx : 8
wが23の時
o : 0, h : 0, w : 24, ich : 0, kh : 0, kw : 0, ph : -1, pw : 23, pix_idx : -5, weight_idx : 0
o : 0, h : 0, w : 24, ich : 0, kh : 0, kw : 1, ph : -1, pw : 24, pix_idx : -4, weight_idx : 1
o : 0, h : 0, w : 24, ich : 0, kh : 0, kw : 2, ph : -1, pw : 25, pix_idx : -3, weight_idx : 2
